2024-04-12 00:34:43.492155, 280
2024-04-12 00:34:46.224365, 280
2024-04-12 00:35:03.507392, 280
2024-04-12 00:35:03.507760, 255
2024-04-12 00:35:21.485227, 255
2024-04-12 00:35:21.485497, 230
2024-04-12 00:35:39.032871, 230
2024-04-12 00:35:39.033112, 205
2024-04-12 00:35:57.236663, 205
2024-04-12 00:35:57.236909, 180
2024-04-12 00:36:15.118325, 180
2024-04-12 00:36:15.118554, 155
2024-04-12 00:36:33.190446, 155
2024-04-12 00:36:33.190888, 130
2024-04-12 00:36:57.855354, 130
2024-04-12 00:36:57.855610, 105
2024-04-12 00:38:14.468705, 105
2024-04-12 00:38:14.469204, 155
2024-04-14 01:46:43.597324, 155
2024-04-14 01:47:43.597324, 280
